run,sid,block,condition,m,N,k,delta,rotation,target_label,n_draws,mean_logodds,sd_logodds,b_pos,q_t,b_star,correct,denominator,s,abs_err_nats,is_flip,n_clipped
deepseek,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,0,SIGMA,10,1.215673,0.005398,2.432791,1.216395,1.216395,1.216395,-1.216395,1.000593,0.000722,False,0
deepseek,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,0,SIGMA,10,1.34362,0.691372,2.432791,1.784121,1.216395,1.784121,-0.648669,1.679084,0.440501,False,0
deepseek,B1-CORE|m2|N9|k6|rot1|FULL,B1-CORE,FULL,2,9,6,0,1,THETA,10,1.612397,0.737154,2.432791,1.216395,1.216395,1.216395,-1.216395,0.674446,0.396002,False,0
deepseek,B1-CORE|m2|N9|k6|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,1,THETA,10,3.617225,1.974255,2.432791,1.216395,1.216395,2.432791,-1.216395,-0.973725,1.184434,False,2
deepseek,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,1,THETA,10,2.443456,0.998752,2.432791,1.216395,1.216395,1.216395,-1.216395,-0.008768,1.22706,False,0
deepseek,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,1,THETA,10,1.451874,0.675679,2.432791,1.784121,1.216395,1.784121,-0.648669,1.512198,0.332247,False,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k0|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,0,0,0,SIGMA,10,-4.378276,0.679888,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.199795,0.72909,False,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k0|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,0,0,1,THETA,10,-4.057396,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.111863,0.40821,False,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k2|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,2,0,0,SIGMA,10,-3.094817,0.701052,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.376108,1.067491,True,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k2|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,2,0,1,THETA,10,-3.435412,1.045184,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.49611,1.408086,True,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k4|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,4,0,0,SIGMA,10,-1.216049,0.33908,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.399829,0.810584,True,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k4|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,4,0,1,THETA,10,3.086322,0.629863,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,-0.722361,3.491787,True,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k6|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,6,0,0,SIGMA,10,3.367871,0.317174,2.432791,1.216395,1.216395,1.216395,-1.216395,-0.76873,2.151475,False,0
glm-control,CTRL-FULL-EXPLICIT|m2|N9|k6|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,6,0,1,THETA,10,3.439076,1.458369,2.432791,1.216395,1.216395,1.216395,-1.216395,-0.827268,2.222681,False,0
glm,B1-CORE|m2|N9|k0|rot0|FULL,B1-CORE,FULL,2,9,0,0,0,SIGMA,10,-4.589916,0.753062,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.257792,0.94073,False,0
glm,B1-CORE|m2|N9|k0|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,0,SIGMA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
glm,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,0,SIGMA,10,-2.995848,1.998966,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.820963,0.653338,False,0
glm,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,0,SIGMA,10,0.0,0.0,0.0,-1.946008,-3.649186,-1.946008,-1.946008,-0.0,1.946008,False,0
glm,B1-CORE|m2|N9|k0|rot1|FULL,B1-CORE,FULL,2,9,0,0,1,THETA,10,-3.987519,0.268654,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.092715,0.338333,False,0
glm,B1-CORE|m2|N9|k0|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,1,THETA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
glm,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,1,THETA,10,-3.422886,1.137717,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.937986,0.2263,False,0
glm,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,1,THETA,10,-0.60332,0.735388,0.0,-1.946008,-3.649186,-1.946008,-1.946008,0.31003,1.342688,False,0
glm,B1-CORE|m2|N9|k2|rot0|FULL,B1-CORE,FULL,2,9,2,0,0,SIGMA,10,-3.05416,0.627618,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.361783,1.026834,True,0
glm,B1-CORE|m2|N9|k2|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,0,SIGMA,10,0.809486,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.000509,0.001444,True,0
glm,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,0,SIGMA,10,0.878823,0.219263,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,-0.023921,2.906149,True,0
glm,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,0,SIGMA,10,1.229403,0.494678,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,-0.276482,1.932035,True,0
glm,B1-CORE|m2|N9|k2|rot1|FULL,B1-CORE,FULL,2,9,2,0,1,THETA,10,-2.291561,1.007161,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.093098,0.264235,True,0
glm,B1-CORE|m2|N9|k2|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,1,THETA,10,0.809486,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.000509,0.001444,True,0
glm,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,1,THETA,10,1.504619,0.985113,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,-0.244407,3.531944,True,0
glm,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,1,THETA,10,0.708109,0.461713,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,0.067933,1.41074,True,0
glm,B1-CORE|m2|N9|k4|rot0|FULL,B1-CORE,FULL,2,9,4,0,0,SIGMA,10,-1.417224,0.643341,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.499061,1.011759,True,0
glm,B1-CORE|m2|N9|k4|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,0,SIGMA,10,3.338269,0.091954,1.62186,-0.405465,-0.405465,1.62186,-2.027326,-0.846637,1.716409,True,0
glm,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,0,SIGMA,10,3.219312,0.381225,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,-0.78796,3.624777,True,0
glm,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,0,SIGMA,10,2.83151,0.713984,1.62186,0.540745,-0.405465,0.540745,-1.081116,-1.11889,2.290765,False,0
glm,B1-CORE|m2|N9|k4|rot1|FULL,B1-CORE,FULL,2,9,4,0,1,THETA,10,2.702278,0.502193,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,-0.532928,3.107743,True,0
glm,B1-CORE|m2|N9|k4|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,1,THETA,10,2.208385,0.0,1.62186,-0.405465,-0.405465,1.62186,-2.027326,-0.28931,0.586525,True,0
glm,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,1,THETA,10,2.217695,0.029441,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,-0.293902,2.623161,True,0
glm,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,1,THETA,10,2.929767,0.892773,1.62186,0.540745,-0.405465,0.540745,-1.081116,-1.209775,2.389022,False,0
glm,B1-CORE|m2|N9|k6|rot0|FULL,B1-CORE,FULL,2,9,6,0,0,SIGMA,10,3.437894,0.534907,2.432791,1.216395,1.216395,1.216395,-1.216395,-0.826297,2.221499,False,0
glm,B1-CORE|m2|N9|k6|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,0,SIGMA,10,3.456281,0.59737,2.432791,1.216395,1.216395,2.432791,-1.216395,-0.841413,1.02349,False,0
glm,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,0,SIGMA,10,3.709695,0.512919,2.432791,1.216395,1.216395,1.216395,-1.216395,-1.049744,2.4933,False,0
glm,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,0,SIGMA,10,3.951221,0.552349,2.432791,1.784121,1.216395,1.784121,-0.648669,-2.340839,2.1671,False,0
glm,B1-CORE|m2|N9|k6|rot1|FULL,B1-CORE,FULL,2,9,6,0,1,THETA,10,3.540306,1.070892,2.432791,1.216395,1.216395,1.216395,-1.216395,-0.91049,2.323911,False,0
glm,B1-CORE|m2|N9|k6|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,1,THETA,10,4.135279,1.376986,2.432791,1.216395,1.216395,2.432791,-1.216395,-1.399618,1.702489,False,0
glm,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,1,THETA,10,3.811612,0.758209,2.432791,1.216395,1.216395,1.216395,-1.216395,-1.13353,2.595216,False,0
glm,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,1,THETA,10,3.99922,0.0,2.432791,1.784121,1.216395,1.784121,-0.648669,-2.414834,2.215098,False,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k0|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,0,0,0,SIGMA,10,-3.102603,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.850218,0.546583,False,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k0|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,0,0,1,THETA,10,-2.51901,1.393437,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.690294,1.130176,False,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k2|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,2,0,0,SIGMA,10,-1.009825,1.154795,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,0.641505,1.017501,True,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k2|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,2,0,1,THETA,10,0.881859,0.766968,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,-0.02499,2.909185,True,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k4|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,4,0,0,SIGMA,10,0.1213,0.946547,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.740167,0.526765,True,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k4|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,4,0,1,THETA,10,1.464917,0.561489,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.077414,1.870382,True,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k6|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,6,0,0,SIGMA,10,2.513125,0.463683,2.432791,1.216395,1.216395,1.216395,-1.216395,-0.066043,1.29673,False,0
hy3-none-control,CTRL-FULL-EXPLICIT|m2|N9|k6|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,6,0,1,THETA,10,1.793645,0.411416,2.432791,1.216395,1.216395,1.216395,-1.216395,0.525442,0.57725,False,0
hy3-none,B1-CORE|m2|N9|k0|rot0|FULL,B1-CORE,FULL,2,9,0,0,0,SIGMA,10,-0.665285,0.362963,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.182311,2.983901,False,0
hy3-none,B1-CORE|m2|N9|k0|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,0,SIGMA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
hy3-none,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,0,SIGMA,10,0.0,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,-0.0,3.649186,False,0
hy3-none,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,0,SIGMA,10,0.0,0.0,0.0,-1.946008,-3.649186,-1.946008,-1.946008,-0.0,1.946008,False,0
hy3-none,B1-CORE|m2|N9|k0|rot1|FULL,B1-CORE,FULL,2,9,0,0,1,THETA,10,-1.169964,1.099719,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.32061,2.479222,False,0
hy3-none,B1-CORE|m2|N9|k0|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,1,THETA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
hy3-none,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,1,THETA,10,0.0,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,-0.0,3.649186,False,0
hy3-none,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,1,THETA,10,0.0,0.0,0.0,-1.946008,-3.649186,-1.946008,-1.946008,-0.0,1.946008,False,0
hy3-none,B1-CORE|m2|N9|k2|rot0|FULL,B1-CORE,FULL,2,9,2,0,0,SIGMA,10,-0.413394,0.321035,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,0.431365,1.613932,True,0
hy3-none,B1-CORE|m2|N9|k2|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,0,SIGMA,10,0.809486,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.000509,0.001444,True,0
hy3-none,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,0,SIGMA,10,0.68828,0.195161,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,0.043213,2.715605,True,0
hy3-none,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,0,SIGMA,10,0.743163,0.10679,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,0.044773,1.445795,True,0
hy3-none,B1-CORE|m2|N9|k2|rot1|FULL,B1-CORE,FULL,2,9,2,0,1,THETA,10,0.823238,0.153116,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,-0.004336,2.850563,True,0
hy3-none,B1-CORE|m2|N9|k2|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,1,THETA,10,0.405465,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.142857,0.405465,True,0
hy3-none,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,1,THETA,10,0.529585,0.163071,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,0.099126,2.556911,True,0
hy3-none,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,1,THETA,10,0.61705,0.125515,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,0.128095,1.319682,True,0
hy3-none,B1-CORE|m2|N9|k4|rot0|FULL,B1-CORE,FULL,2,9,4,0,0,SIGMA,10,0.622766,0.619775,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.492814,1.028231,True,0
hy3-none,B1-CORE|m2|N9|k4|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,0,SIGMA,10,0.809486,0.0,1.62186,-0.405465,-0.405465,1.62186,-2.027326,0.400712,0.812374,True,0
hy3-none,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,0,SIGMA,10,0.552781,0.166094,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.527335,0.958246,True,0
hy3-none,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,0,SIGMA,10,0.423759,0.057852,1.62186,0.540745,-0.405465,0.540745,-1.081116,1.108208,0.116985,False,0
hy3-none,B1-CORE|m2|N9|k4|rot1|FULL,B1-CORE,FULL,2,9,4,0,1,THETA,10,1.482601,0.26358,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.068691,1.888066,True,0
hy3-none,B1-CORE|m2|N9|k4|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,1,THETA,10,1.398842,0.0,1.62186,-0.405465,-0.405465,1.62186,-2.027326,0.110006,0.223019,True,0
hy3-none,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,1,THETA,10,1.013954,0.372655,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.299856,1.419419,True,0
hy3-none,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,1,THETA,10,0.577387,0.154289,1.62186,0.540745,-0.405465,0.540745,-1.081116,0.966107,0.036642,False,0
hy3-none,B1-CORE|m2|N9|k6|rot0|FULL,B1-CORE,FULL,2,9,6,0,0,SIGMA,10,1.314033,0.274021,2.432791,1.216395,1.216395,1.216395,-1.216395,0.919732,0.097638,False,0
hy3-none,B1-CORE|m2|N9|k6|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,0,SIGMA,10,1.658962,0.222398,2.432791,1.216395,1.216395,2.432791,-1.216395,0.636165,0.773828,False,0
hy3-none,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,0,SIGMA,10,0.854397,0.275283,2.432791,1.216395,1.216395,1.216395,-1.216395,1.2976,0.361999,False,0
hy3-none,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,0,SIGMA,10,0.67686,0.152235,2.432791,1.784121,1.216395,1.784121,-0.648669,2.706974,1.107262,False,0
hy3-none,B1-CORE|m2|N9|k6|rot1|FULL,B1-CORE,FULL,2,9,6,0,1,THETA,10,1.417918,0.287415,2.432791,1.216395,1.216395,1.216395,-1.216395,0.834328,0.201522,False,0
hy3-none,B1-CORE|m2|N9|k6|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,1,THETA,10,2.227664,0.661102,2.432791,1.216395,1.216395,2.432791,-1.216395,0.168635,0.205127,False,0
hy3-none,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,1,THETA,10,1.268391,0.039407,2.432791,1.216395,1.216395,1.216395,-1.216395,0.957254,0.051996,False,0
hy3-none,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,1,THETA,10,0.376858,0.027546,2.432791,1.784121,1.216395,1.784121,-0.648669,3.169461,1.407263,False,0
sol-high,B1-CORE|m2|N9|k0|rot0|FULL,B1-CORE,FULL,2,9,0,0,0,SIGMA,10,-3.663562,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.003939,0.014376,False,0
sol-high,B1-CORE|m2|N9|k0|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,0,SIGMA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
sol-high,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,0,SIGMA,10,-3.663562,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.003939,0.014376,False,0
sol-high,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,0,SIGMA,10,-1.94591,0.0,0.0,-1.946008,-3.649186,-1.946008,-1.946008,0.99995,9.8e-05,False,0
sol-high,B1-CORE|m2|N9|k0|rot1|FULL,B1-CORE,FULL,2,9,0,0,1,THETA,10,-3.663562,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.003939,0.014376,False,0
sol-high,B1-CORE|m2|N9|k0|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,1,THETA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
sol-high,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,1,THETA,10,-3.663562,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.003939,0.014376,False,0
sol-high,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,1,THETA,10,-1.94591,0.0,0.0,-1.946008,-3.649186,-1.946008,-1.946008,0.99995,9.8e-05,False,0
sol-high,B1-CORE|m2|N9|k2|rot0|FULL,B1-CORE,FULL,2,9,2,0,0,SIGMA,10,-2.030867,0.0,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.001248,0.003541,True,0
sol-high,B1-CORE|m2|N9|k2|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,0,SIGMA,10,0.809486,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.000509,0.001444,True,0
sol-high,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,0,SIGMA,10,-2.030867,0.0,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.001248,0.003541,True,0
sol-high,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,0,SIGMA,10,-0.703666,0.0,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,1.000683,0.001034,True,0
sol-high,B1-CORE|m2|N9|k2|rot1|FULL,B1-CORE,FULL,2,9,2,0,1,THETA,10,-2.030867,0.0,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.001248,0.003541,True,0
sol-high,B1-CORE|m2|N9|k2|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,1,THETA,10,0.809486,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.000509,0.001444,True,0
sol-high,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,1,THETA,10,-2.030867,0.0,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.001248,0.003541,True,0
sol-high,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,1,THETA,10,-0.703666,0.0,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,1.000683,0.001034,True,0
sol-high,B1-CORE|m2|N9|k4|rot0|FULL,B1-CORE,FULL,2,9,4,0,0,SIGMA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-high,B1-CORE|m2|N9|k4|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,0,SIGMA,10,1.621486,0.0,1.62186,-0.405465,-0.405465,1.62186,-2.027326,0.000185,0.000374,True,0
sol-high,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,0,SIGMA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-high,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,0,SIGMA,10,0.540806,0.0,1.62186,0.540745,-0.405465,0.540745,-1.081116,0.999943,6.2e-05,False,0
sol-high,B1-CORE|m2|N9|k4|rot1|FULL,B1-CORE,FULL,2,9,4,0,1,THETA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-high,B1-CORE|m2|N9|k4|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,1,THETA,10,1.621486,0.0,1.62186,-0.405465,-0.405465,1.62186,-2.027326,0.000185,0.000374,True,0
sol-high,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,1,THETA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-high,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,1,THETA,10,0.540806,0.0,1.62186,0.540745,-0.405465,0.540745,-1.081116,0.999943,6.2e-05,False,0
